code,label
"class Solution {     public boolean isGood(int[] nums) {         if (nums.length <= 1) {             return false;         }         int n = nums.length - 1;         Map<Integer, Integer> map = new HashMap<>();         for (int num : nums) {             map.put(num, map.getOrDefault(num, 0) + 1);         }         for (int i = 1; i <= n; i++) {             if (!map.containsKey(i)) {                 return false;             }             if (map.get(i) > 1 && i != n) {                 return false;             }             if (i == n && map.get(i) != 2) {                 return false;             }         }         return true;     } } ",O(n^2)
class Solution {   public boolean check(int[] nums) {     boolean rotated = false;     for (int i = 0; i < nums.length - 1; i++) {       if (nums[i] > nums[i + 1]) {         if (rotated) {           return false;         }         rotated = true;       }     }     return !rotated || nums[nums.length - 1] <= nums[0];   } } ,O(n)
class Solution {   public boolean checkOnesSegment(String s) {     boolean foundContiguousSegment = false;     int idx = 0;     int n = s.length();     while (idx < n) {       int count = 0;       while (idx < n && s.charAt(idx) == '1') {         count++;         idx++;       }       if (count >= 1) {         if (foundContiguousSegment) {           return false;         }         foundContiguousSegment = true;       } else {         idx++;       }     }     return foundContiguousSegment;   } } ,O(n^2)
class Solution {     public boolean hasTrailingZeros(int[] nums) {         return Arrays.stream(nums)                 .filter(num -> Integer.numberOfTrailingZeros(num) > 0)                 .count() >= 2;     } } ,O(1)
"class Solution {   public boolean checkValid(int[][] matrix) {     Map<Integer, Set<Integer>> rowMap = new HashMap<>();     Map<Integer, Set<Integer>> colMap = new HashMap<>();     for (int i = 0; i < matrix.length; i++) {       for (int j = 0; j < matrix[0].length; j++) {         rowMap.computeIfAbsent(i, k -> new HashSet<>()).add(matrix[i][j]);         colMap.computeIfAbsent(j, k -> new HashSet<>()).add(matrix[i][j]);       }     }     return rowMap.values().stream().allMatch(e -> e.size() == matrix.length) &&          colMap.values().stream().allMatch(e -> e.size() == matrix.length);   } } ",O(n^2)
class Solution {     public boolean satisfiesConditions(int[][] grid) {         int rows = grid.length;         int cols = grid[0].length;         for (int i = 0; i < rows; i++) {             for (int j = 0; j < cols; j++) {                 if (i + 1 < rows && grid[i][j] != grid[i + 1][j]) {                     return false;                 }                 if (j + 1 < cols && grid[i][j] == grid[i][j + 1]) {                     return false;                 }             }         }         return true;     } } ,O(n^2)
"class Solution {         public boolean checkStraightLine(int[][] coordinates) {         int deltaY = getYDiff(coordinates[1], coordinates[0]);         int deltaX = getXDiff(coordinates[1], coordinates[0]);         for (int i = 2; i < coordinates.length; i++) {             if (deltaY * getXDiff(coordinates[i], coordinates[0]) != deltaX * getYDiff(coordinates[i], coordinates[0])) {                 return false;             }         }         return true;     }          private int getYDiff(int[] a, int[] b) {         return a[1] - b[1];     }      private int getXDiff(int[] a, int[] b) {         return a[0] - b[0];     }  } ",O(n)
class Solution {   public boolean checkXMatrix(int[][] grid) {     int n = grid.length;     for (int i = 0; i < n; i++) {       for (int j = 0; j < n; j++) {         if (i == j || i + j == n - 1) {           if (grid[i][j] == 0) {             return false;           }         } else {           if (grid[i][j] != 0) {             return false;           }         }       }     }     return true;   } } ,O(n^2)
class Solution {   public boolean checkIfExist(int[] arr) {     Set<Integer> set = new HashSet<>();     for (Integer num : arr) {       if (set.contains(num * 2) || (num % 2 == 0 && set.contains(num / 2))) {         return true;       }       set.add(num);     }     return false;   } } ,O(n)
class Solution {   public boolean digitCount(String num) {     int[] frequency = new int[10];     for (char c : num.toCharArray()) {       frequency[Character.getNumericValue(c)]++;     }     for (int i = 0; i < num.length(); i++) {       int digit = i;       int expectedFrequency = Character.getNumericValue(num.charAt(i));       if (frequency[digit] != expectedFrequency) {         return false;       }     }     return true;   } } ,O(n^2)
class Solution {   public boolean areNumbersAscending(String s) {     int prevValue = Integer.MIN_VALUE;     for (int i = 0; i < s.length(); ) {       if (Character.isDigit(s.charAt(i))) {         int currNum = 0;         while (i < s.length() && Character.isDigit(s.charAt(i))) {           currNum = currNum * 10 + Character.getNumericValue(s.charAt(i++));         }         if (currNum <= prevValue) {           return false;         }         prevValue = currNum;       }       i++;     }     return true;   } } ,O(n^2)
"class Solution {     public boolean areAlmostEqual(String s1, String s2) {         int swapIdx = -1;         boolean swapped = false;         for (int i = 0; i < s1.length(); i++) {             if (s1.charAt(i) != s2.charAt(i)) {                 if (swapped) {                     return false;                 }                 if (swapIdx != -1) {                     if (!(s1.charAt(swapIdx) == s2.charAt(i) && s1.charAt(i) == s2.charAt(swapIdx))) {                         return false;                     }                     swapped = true;                 }                  swapIdx = i;             }         }         return swapIdx == -1 || (swapIdx != -1 && swapped);     } } ",O(n)
"class Solution {   public boolean isPrefixString(String s, String[] words) {     int idx = 0;     for (String word : words) {       for (int i = 0; i < word.length(); i++) {         if (word.charAt(i) != s.charAt(idx)) {           return false;         }         idx++;         if (idx == s.length()) {           return i == word.length() - 1;         }       }     }     return idx == s.length();   }    } ",O(n^2)
class Solution {     public boolean isDecomposable(String s) {         boolean sizeTwoFound = false;         int idx = 0;         while (idx < s.length()) {             char c = s.charAt(idx);             int tempIdx = idx;             while (tempIdx < s.length() && s.charAt(tempIdx) == c && tempIdx - idx < 3) {                 tempIdx++;             }             int occurrences = tempIdx - idx;             if (occurrences < 2) {                 return false;             }             if (occurrences == 2) {                 if (sizeTwoFound) {                     return false;                 }                 sizeTwoFound = true;             }             idx = tempIdx;         }         return sizeTwoFound;     }        } ,O(n^2)
"class Solution {     public boolean canBeEqual(String s1, String s2) {         boolean firstSwap = (s1.charAt(0) == s2.charAt(0) && s1.charAt(2) == s2.charAt(2)) ||              (s1.charAt(2) == s2.charAt(0) && s1.charAt(0) == s2.charAt(2));         boolean secondSwap = (s1.charAt(1) == s2.charAt(1) && s1.charAt(3) == s2.charAt(3)) ||              (s1.charAt(1) == s2.charAt(3) && s1.charAt(3) == s2.charAt(1));         return firstSwap && secondSwap;     } } ",O(1)
"class Solution {     public boolean isFascinating(int n) {         return isFascinatingHelper(n + """" + 2 * n + """" + 3 * n);     }          private boolean isFascinatingHelper(String s) {         return s.length() == 9 && s.chars()             .mapToObj(c -> (char)  c)             .filter(c -> c != '0')             .collect(Collectors.toSet())             .size() == 9;     } } ",O(1)
class Solution {   public boolean checkIfPangram(String sentence) {     return sentence.chars().mapToObj(c -> (char) c).collect(Collectors.toSet()).size() == 26;   } } ,O(1)
"class Solution {     public boolean arrayStringsAreEqual(String[] word1, String[] word2) {         int idxOne = 0;         int idxTwo = 0;         int wordIdxOne = 0;         int wordIdxTwo = 0;         while (idxOne < word1.length && idxTwo < word2.length) {             if (word1[idxOne].charAt(wordIdxOne) != word2[idxTwo].charAt(wordIdxTwo)) {                 return false;             }             wordIdxOne++;             wordIdxTwo++;             if (wordIdxOne == word1[idxOne].length()) {                 wordIdxOne = 0;                 idxOne++;             }             if (wordIdxTwo == word2[idxTwo].length()) {                 wordIdxTwo = 0;                 idxTwo++;             }         }         return idxOne == word1.length && idxTwo == word2.length;     } } ",O(n)
"class Solution {   public boolean isSumEqual(String firstWord, String secondWord, String targetWord) {     return getNumericalValue(firstWord) + getNumericalValue(secondWord) == getNumericalValue(targetWord);   }      private int getNumericalValue(String s) {     int value = 0;     for (char c : s.toCharArray()) {       value = value * 10 + (c - 'a');     }     return value;   } } ",O(n)
"class Solution {   public boolean checkAlmostEquivalent(String word1, String word2) {     int[] frequency = new int[26];     for (int i = 0; i < word1.length(); i++) {       frequency[word1.charAt(i) - 'a']++;       frequency[word2.charAt(i) - 'a']--;     }     for (int i = 0; i < 26; i++) {       if (Math.abs(frequency[i]) > 3) {         return false;       }     }     return true;   } } ",O(n^2)
"class Solution {     public boolean isCircularSentence(String sentence) {         String[] words = sentence.split(""\\s+"");         int n = words.length;         for (int i = 0; i < n - 1; i++) {             char lastCharOfCurrentWord = words[i].charAt(words[i].length() - 1);             char firstCharOfNextWord = words[i + 1].charAt(0);             if (lastCharOfCurrentWord != firstCharOfNextWord) {                 return false;             }         }         char lastCharOfLastWord = words[n - 1].charAt(words[n - 1].length() - 1);         char firstCharOfFirstWord = words[0].charAt(0);         return lastCharOfLastWord == firstCharOfFirstWord;     } } ",O(n)
class Solution {     public String clearDigits(String s) {         StringBuilder sb = new StringBuilder();         for (char c : s.toCharArray()) {             if (Character.isDigit(c)) {                 if (!sb.isEmpty()) {                     sb.deleteCharAt(sb.length() - 1);                 }             } else {                 sb.append(c);             }         }         return sb.toString();     } } ,O(n)
"class Solution {     public int climbStairs(int n) {         Integer[] dp = new Integer[n + 1];         return climbStairs(dp, n);     }      private int climbStairs(Integer[] dp, int n) {         if (n == 1) {             return 1;         }         if (n == 2) {             return 2;         }         if (dp[n] != null) {             return dp[n];         }         return dp[n] = climbStairs(dp, n - 1) + climbStairs(dp, n - 2);     } } ",O(1)
"/**  * Definition for a binary tree node.  * public class TreeNode {  *     int val;  *     TreeNode left;  *     TreeNode right;  *     TreeNode() {}  *     TreeNode(int val) { this.val = val; }  *     TreeNode(int val, TreeNode left, TreeNode right) {  *         this.val = val;  *         this.left = left;  *         this.right = right;  *     }  * }  */ class Solution {   public int closestValue(TreeNode root, double target) {     double[] result = {Double.MAX_VALUE, -1};     helper(root, target, result);     return (int) result[1];   }         private void helper(TreeNode root, double target, double[] result) {     if (root == null) {       return;     }     double diff = Math.abs(root.val - target);     if (diff <= result[0]) {       result[0] = diff;       result[1] = root.val;      }     if (root.val > target) {       helper(root.left, target, result);     } else {       helper(root.right, target, result);      }   } } ",O(n)
"class Solution {     public int[] numSmallerByFrequency(String[] queries, String[] words) {         List<Integer> list = new ArrayList<>();         for (String word : words) {             list.add(getMinWordFreq(word));         }         Collections.sort(list);         int[] ans = new int[queries.length];         for (int i = 0; i < queries.length; i++) {             int minCount = getMinWordFreq(queries[i]);             int idx = 0;             ans[i] = binarySearch(minCount, list);         }         return ans;     }          private int binarySearch(int target, List<Integer> list) {         int left = 0;         int right = list.size() - 1;         while (left <= right) {             int mid = (left + right) / 2;             if (list.get(mid) <= target) {                 left = mid + 1;             }             else {                 right = mid - 1;             }         }                  return list.size() - left;     }          private int getMinWordFreq(String word) {         int[] counter = new int[26];         for (char c : word.toCharArray()) {             counter[c - 'a']++;         }         for (int i = 0; i < 26; i++) {             if (counter[i] != 0) {                 return counter[i];             }         }         return 0;     } } ",O(n log n)
class Solution {   public int bitwiseComplement(int N) {     if (N == 0) {       return 1;     }     int todo = N;     int bit = 1;     while (todo != 0) {       N = N ^ bit;       bit = bit << 1;       todo = todo >> 1;     }     return N;   } } ,O(n)
class Solution {     public int[] decimalRepresentation(int n) {         List<Integer> digits = new ArrayList<>();         int factor = 1;         while (n > 0) {             if (n % 10 != 0) {                 digits.add(n % 10 * factor);             }             n /= 10;             factor *= 10;         }         int count = digits.size();         int[] result = new int[count];         for (int i = 0; i < count; i++) {             result[i] = digits.get(count - i - 1);         }         return result;     } } ,O(n^2)
class Solution {     public long sumAndMultiply(int n) {         long sum = 0;         StringBuilder sb = new StringBuilder();         while (n > 0) {             int remainder = n % 10;             n /= 10;             sum += remainder;             if (remainder != 0) {                 sb.append(remainder);             }         }         if (sb.length() == 0) {             return 0;         }         long concatenated = Long.parseLong(sb.reverse().toString());         return concatenated * sum;     } } ,O(n)
class Solution {   public int[] getConcatenation(int[] nums) {     int[] ans = new int[nums.length * 2];     for (int i = 0; i < nums.length; i++) {       ans[i + nums.length] = ans[i] = nums[i];     }     return ans;   } } ,O(n)
class Solution {   public boolean confusingNumber(int N) {     int newNum = 0;     int copy = N;     while (N > 0) {       int rem = N % 10;       N /= 10;       if (rem == 0 || rem == 1 || rem == 8) {         newNum = newNum * 10 + rem;       }       else if (rem == 6 || rem == 9) {         newNum = newNum * 10 + (rem == 6 ? 9 : 6);       }       else {         return false;       }     }     return newNum != copy;   } } ,O(n)
"class Solution {   public int maxPower(String s) {     int maximumRepeatingCount = 0;     for (int idx = 0; idx < s.length();) {       char currentChar = s.charAt(idx);       int currIdx = idx;       while (idx < s.length() && s.charAt(idx) == currentChar) {         idx++;       }       maximumRepeatingCount = Math.max(maximumRepeatingCount, idx - currIdx);     }     return maximumRepeatingCount;   } } ",O(n^2)
"/**  * Definition for a binary tree node.  * public class TreeNode {  *     int val;  *     TreeNode left;  *     TreeNode right;  *     TreeNode() {}  *     TreeNode(int val) { this.val = val; }  *     TreeNode(int val, TreeNode left, TreeNode right) {  *         this.val = val;  *         this.left = left;  *         this.right = right;  *     }  * }  */ class Solution {   public String tree2str(TreeNode root) {     StringBuilder sb = new StringBuilder();     helper(root, sb);     return sb.toString();   }      private void helper(TreeNode root, StringBuilder sb) {     if (root == null) {       return;     }     sb.append(root.val);     if (root.left == null && root.right == null) {       return;     }     sb.append(""("");     helper(root.left, sb);     sb.append("")"");     if (root.right != null) {       sb.append(""("");       helper(root.right, sb);       sb.append("")"");     }   } } ",O(n)
class Solution {     public int[] constructRectangle(int area) {         int[] ans = new int[2];                  if(area == 0){             return ans;         }                  int a = (int)Math.sqrt(area);         while(area%a != 0) {             a--;         }                  int b = area/a;         ans[0] = b;         ans[1] = a;                  return ans;     } } ,O(n)
"class Solution {   public boolean containsNearbyDuplicate(int[] nums, int k) {     Map<Integer, Integer> map = new HashMap<>();     for (int i = 0; i < nums.length; i++) {       if (map.containsKey(nums[i]) && Math.abs(map.get(nums[i]) - i) <= k) {         return true;       }       map.put(nums[i], i);     }     return false;   } } ",O(n)
class Solution {   public boolean containsDuplicate(int[] nums) {     return Arrays.stream(nums).boxed().collect(Collectors.toSet()).size() < nums.length;   } } ,O(1)
"class Solution {   public int[][] construct2DArray(int[] original, int m, int n) {     if (m * n != original.length) {       return new int[][]{};     }     int[][] arr = new int[m][n];     int idx = 0;     int arrIdx = 0;     while (idx < original.length) {       for (int i = 0; i < n; i++) {         arr[arrIdx][i] = original[idx++];       }       arrIdx++;     }     return arr;   } } ",O(n^2)
"class Solution {     char[] map = {'0','1','2','3','4','5','6','7','8','9','a','b','c','d','e','f'};          public String toHex(int num) {         if(num == 0) return ""0"";         String result = """";         while(num != 0){             result = map[(num & 15)] + result;              num = (num >>> 4);         }         return result;     } } ",O(n)
"/**  * Definition for singly-linked list.  * public class ListNode {  *     int val;  *     ListNode next;  *     ListNode() {}  *     ListNode(int val) { this.val = val; }  *     ListNode(int val, ListNode next) { this.val = val; this.next = next; }  * }  */ class Solution {   public int getDecimalValue(ListNode head) {     int nodeLength = -1;     ListNode curr = head;     while (curr != null) {       nodeLength++;       curr = curr.next;     }     int decimalValue = 0;     curr = head;     while (curr != null) {       decimalValue += curr.val * Math.pow(2, nodeLength--);       curr = curr.next;     }     return decimalValue;   } } ",O(n^2)
"/**  * Definition for a binary tree node.  * public class TreeNode {  *     int val;  *     TreeNode left;  *     TreeNode right;  *     TreeNode() {}  *     TreeNode(int val) { this.val = val; }  *     TreeNode(int val, TreeNode left, TreeNode right) {  *         this.val = val;  *         this.left = left;  *         this.right = right;  *     }  * }  */ class Solution {   public TreeNode convertBST(TreeNode root) {     Stack<TreeNode> stack = new Stack<>();     addToStack(stack, root);     int currSum = 0;     while (!stack.isEmpty()) {       TreeNode removed = stack.pop();       currSum += removed.val;       removed.val = currSum;       addToStack(stack, removed.left);     }     return root;   }      private void addToStack(Stack<TreeNode> stack, TreeNode node) {     while (node != null) {       stack.push(node);       node = node.right;     }   } } ",O(n^2)
"class Solution {     public int[] getNoZeroIntegers(int n) {         for (int i = 1; i < n; i++) {             int numOne = i;             int numTwo = n - i;             if (String.valueOf(numOne).contains(""0"") || String.valueOf(numTwo).contains(""0"")) {                 continue;             }             return new int[]{numOne, numTwo};         }         return new int[]{};     } } ",O(n)
"/**  * Definition for a binary tree node.  * public class TreeNode {  *     int val;  *     TreeNode left;  *     TreeNode right;  *     TreeNode() {}  *     TreeNode(int val) { this.val = val; }  *     TreeNode(int val, TreeNode left, TreeNode right) {  *         this.val = val;  *         this.left = left;  *         this.right = right;  *     }  * }  */ class Solution {   public TreeNode sortedArrayToBST(int[] nums) {     return helper(nums, 0, nums.length - 1);   }      private TreeNode helper(int[] nums, int start, int end) {     if (start > end) {       return null;     }     int mid = (start + end) / 2;     TreeNode root = new TreeNode(nums[mid]);     root.left = helper(nums, start, mid - 1);     root.right = helper(nums, mid + 1, end);     return root;   } } ",O(n log n)
"class Solution {     public double[] convertTemperature(double celsius) {         return new double[]{/* kelvin= */celsius + 273.15, /* fahrenheit= */celsius * 1.80 + 32.00};     } } ",O(1)
"/**  * Definition for a binary tree node.  * public class TreeNode {  *     int val;  *     TreeNode left;  *     TreeNode right;  *     TreeNode() {}  *     TreeNode(int val) { this.val = val; }  *     TreeNode(int val, TreeNode left, TreeNode right) {  *         this.val = val;  *         this.left = left;  *         this.right = right;  *     }  * }  */ class Solution {     public TreeNode correctBinaryTree(TreeNode root) {         Queue<Pair> queue = new LinkedList<>();         queue.add(new Pair(root, null));         while (!queue.isEmpty()) {             int size = queue.size();             Set<TreeNode> visited = new HashSet<>();             for (int i = 0; i < size; i++) {                 Pair pair = queue.remove();                 TreeNode node = pair.node();                 TreeNode parent = pair.parent();                 if (visited.contains(node.right)) {                     if (parent.left == node) {                         parent.left = null;                     } else {                         parent.right = null;                     }                     return root;                 }                 visited.add(node);                 if (node.right != null) {                     queue.add(new Pair(node.right, node));                 }                 if (node.left != null) {                     queue.add(new Pair(node.left, node));                 }             }         }         return root;     }      private static record Pair(TreeNode node, TreeNode parent) {} } ",O(n^2)
class Solution {   public int countAsterisks(String s) {     int asteriskCount = 0;     int barCount = 0;     for (char c : s.toCharArray()) {       if (c == '|') {         barCount++;       } else if (c == '*') {         if (barCount % 2 == 0) {           asteriskCount++;         }       }     }     return asteriskCount;   } } ,O(n)
"class Solution {   public int countBinarySubstrings(String s) {     int totalCount = 0;     int currCount = 0;     int oppositeCount = 0;     char currChar = s.charAt(0);     for (int i = 0; i < s.length(); i++) {       if (s.charAt(i) == currChar) {         currCount++;       } else {         totalCount += Math.min(currCount, oppositeCount);         oppositeCount = currCount;         currCount = 1;         currChar = s.charAt(i);       }     }     return totalCount + Math.min(currCount, oppositeCount);   } } ",O(n)
"class Solution {   public int countWords(String[] words1, String[] words2) {     Map<String, int[]> map = new HashMap<>();     buildFrequencyMap(words1, map, 0);     buildFrequencyMap(words2, map, 1);     return (int) map.entrySet().stream()         .filter(entry -> entry.getValue()[0] == 1 && entry.getValue()[1] == 1)         .count();   }    private void buildFrequencyMap(String[] words, Map<String, int[]> map, int idx) {     for (String word : words) {       map.computeIfAbsent(word, k -> new int[2])[idx]++;     }   } } ",O(n)
"class Solution {     public int distinctIntegers(int n) {         return Math.max(n - 1, 1);     } } ",O(1)
class Solution {     public int dominantIndices(int[] nums) {         int n = nums.length;         int[] suffixSum = new int[n];         for (int i = n - 1; i >= 0; i--) {             suffixSum[i] = nums[i];             suffixSum[i] += i == n - 1 ? 0 : suffixSum[i + 1];         }         int count = 0;         for (int i = n - 2; i >= 0; i--) {             double average = ((double) suffixSum[i + 1]) / (n - i - 1);             if (nums[i] > average) {                 count++;             }         }         return count;     } } ,O(n^2)
"class Solution {     public int maxFrequencyElements(int[] nums) {         Map<Integer, Integer> map = new HashMap<>();         int maxFrequency = 0;         for (int num : nums) {             map.put(num, map.getOrDefault(num, 0) + 1);             maxFrequency = Math.max(maxFrequency, map.get(num));         }         int count = 0;         for (int num : nums) {             if (map.get(num) == maxFrequency) {                 count++;             }         }         return count;     } } ",O(n^2)
"class Solution {   public int countElements(int[] nums) {     int minValue = nums[0];     int maxValue = nums[0];     for (int num : nums) {       minValue = Math.min(minValue, num);       maxValue = Math.max(maxValue, num);     }     int count = 0;     for (int num : nums) {       if (num > minValue && num < maxValue) {         count++;       }     }     return count;   } } ",O(n^2)
"class Solution {   public int countPairs(int[] nums, int k) {     Map<Integer, List<Integer>> map = new HashMap<>();     for (int i = 0; i < nums.length; i++) {       map.computeIfAbsent(nums[i], j -> new ArrayList<>()).add(i);     }     int numOfPairs = 0;     for (List<Integer> indices : map.values()) {       for (int i = 0; i < indices.size(); i++) {         for (int j = 0; j < i; j++) {           if (indices.get(i) * indices.get(j) % k == 0) {             numOfPairs++;           }         }       }     }     return numOfPairs;   } } ",O(n^2)
"class Solution {   public int countGoodTriplets(int[] arr, int a, int b, int c) {     int count = 0;     int n = arr.length;     for (int i = 0; i < n; i++) {       for (int j = i + 1; j < n; j++) {         for (int k = j + 1; k < n; k++) {           if (             Math.abs(arr[i] - arr[j]) <= a &&              Math.abs(arr[j] - arr[k]) <= b &&              Math.abs(arr[k] - arr[i]) <= c           ) {             count++;             }         }       }     }     return count;   } } ",O(n^2)
class Solution {   public int countHillValley(int[] nums) {     int count = 0;     int left = nums[0];     for (int i = 1; i < nums.length - 1; i++) {       if ((left < nums[i] && nums[i] > nums[i + 1]) || (left > nums[i] && nums[i] < nums[i + 1])) {         left = nums[i];         count++;       }     }     return count;   } } ,O(n)
"class Solution {   public int countEven(int num) {     return (int) IntStream.range(1, num + 1).boxed().filter(this::isSumOfDigitsEven).count();   }      private boolean isSumOfDigitsEven(int num) {     int sum = 0;     while (num > 0) {       sum += num % 10;       num /= 10;     }     return sum % 2 == 0;   } } ",O(n)
"class Solution {   public int countMatches(List<List<String>> items, String ruleKey, String ruleValue) {     int ruleIdx = ruleKey.equals(""type"") ? 0 : (ruleKey.equals(""color"") ? 1 : 2);     return (int) items.stream().filter(item -> item.get(ruleIdx).equals(ruleValue)).count();   } } ",O(1)
"class Solution {   public int countLargestGroup(int n) {     Map<Integer, Integer> map = new HashMap<>();     for (int i = 1; i <= n; i++) {       int digitSum = getDigitSum(i);       map.put(digitSum, map.getOrDefault(digitSum, 0) + 1);     }     int maxCount = 0;     int size = 0;     for (Integer key : map.keySet()) {       if (maxCount < map.get(key)) {         maxCount = map.get(key);         size = 1;       }       else if (maxCount == map.get(key)) {         size++;       }     }     return size;   }      private int getDigitSum(int n) {     int sum = 0;     while (n > 0) {       sum += n % 10;       n /= 10;     }     return sum;   } } ",O(n^2)
class Solution {     public int countMonobit(int n) {         int count = 0;         for (int i = 0; i <= n; i++) {             count += isMonobit(i) ? 1 : 0;         }         return count;     }      private boolean isMonobit(int num) {         int bit = -1;         while (num > 0) {             int currBit = num % 2;             if (bit == -1) {                 bit = currBit;             } else if (bit != currBit) {                 return false;             }             num /= 2;         }         return true;     } } ,O(n^2)
class Solution {     public int countNegatives(int[][] grid) {         int count = 0;         for (int[] row : grid) {             int idx = findFirstNonNegativeIndex(row);             count += idx == -1 ? 0 : (row.length - idx);         }         return count;     }          private int findFirstNonNegativeIndex(int[] row) {         int start = 0;         int end = row.length - 1;         int idx = -1;         while (start <= end) {             int mid = (start + end) / 2;             if (row[mid] < 0) {                 idx = mid;                 end = mid - 1;             } else {                 start = mid + 1;             }         }         return idx;     } } ,O(n^2)
"class Solution {   public int countKDifference(int[] nums, int k) {     int count = 0;     Map<Integer, Integer> map = new HashMap<>();     for (int num : nums) {       count += map.getOrDefault(num + k, 0);       count += map.getOrDefault(num - k, 0);       map.put(num, map.getOrDefault(num, 0) + 1);     }     return count;   } } ",O(n)
"class Solution {   public int countOdds(int low, int high) {     return (high - low) / 2 + (low % 2 != 0 || high % 2 != 0 ? 1 : 0);   } } ",O(1)
class Solution {   public int numberOfMatches(int n) {     int numOfMatches = 0;     while (n > 1) {       numOfMatches += n / 2;       n = n / 2 + n % 2;     }     return numOfMatches;   } } ,O(n)
"class Solution {   public int countOperations(int num1, int num2) {     int numOfOperations = 0;     while (num1 != 0 && num2 != 0) {       if (num1 >= num2) {         num1 -= num2;       } else {         num2 -= num1;       }       numOfOperations++;     }     return numOfOperations;   } } ",O(n)
"class Solution {     public int similarPairs(String[] words) {         Map<String, Integer> map = new HashMap<>();         int pairCount = 0;         for (String word : words) {             String key = buildSortedCharString(word);             pairCount += map.getOrDefault(key, 0);             map.put(key, map.getOrDefault(key, 0) + 1);         }         return pairCount;     }          private static String buildSortedCharString(String s) {         boolean[] exists = new boolean[26];         for (char c : s.toCharArray()) {             exists[c - 'a'] = true;         }         StringBuilder sb = new StringBuilder();         for (int i = 0; i < 26; i++) {             if (exists[i]) {                 sb.append((char) (97 + i));             }         }         return sb.toString();     } } ",O(n log n)
"class Solution {     public int countCompleteDayPairs(int[] hours) {         int count = 0;         Map<Integer, Integer> map = new HashMap<>();         for (int hour : hours) {             count += map.getOrDefault((24 - hour % 24) % 24, 0);             map.put(hour % 24, map.getOrDefault(hour % 24, 0) + 1);         }         return count;     } } ",O(n)
"class Solution {     public int countPairs(List<Integer> nums, int target) {         Collections.sort(nums);         int start = 0;         int end = nums.size() - 1;         int count = 0;         while (start < end) {             int sum = nums.get(start) + nums.get(end);             if (sum < target) {                 count += end - start;                 start++;             } else {                 end--;             }         }         return count;     } } ",O(n log n)
class Solution {     public int countPartitions(int[] nums) {         int n = nums.length;         int[] prefixSum = new int[n];         for (int i = 0; i < n; i++) {             prefixSum[i] = nums[i];             prefixSum[i] += i == 0 ? 0 : prefixSum[i - 1];         }         int partitions = 0;         for (int i = 0; i < n - 1; i++) {             int leftSum = prefixSum[i];             int rightSum = prefixSum[n - 1] - prefixSum[i];             partitions += (rightSum - leftSum) % 2 == 0 ? 1 : 0;         }         return partitions;     } } ,O(n^2)
class Solution {     public int countPrefixSuffixPairs(String[] words) {         int count = 0;         for (int i = 0; i < words.length; i++) {             String target = words[i];             for (int j = i + 1; j < words.length; j++) {                 if (words[j].startsWith(target) && words[j].endsWith(target)) {                     count++;                 }             }         }         return count;     } } ,O(n^2)
"class Solution {   public int countPrefixes(String[] words, String s) {     return (int) Arrays.stream(words).filter(word -> s.startsWith(word)).count();   } } ",O(1)
"class Solution {   public int countPrimes(int n) {     if (n < 2) {       return 0;     }     int[] nums = new int[n];     populateSieveArray(nums);     return (int) Arrays.stream(nums).boxed().filter(e -> e != -1).count();   }    private void populateSieveArray(int[] nums) {     Arrays.fill(nums, 0, 2, -1);     for (int i = 2; i < nums.length; i++) {       if (nums[i] != -1) {         for (int j = i + i; j < nums.length; j += i) {           nums[j] = -1;         }       }     }   } } ",O(n^2)
"class Solution {   public int countQuadruplets(int[] nums) {     Map<Integer, Integer> map = new HashMap<>();     int count = 0;     map.put(nums[nums.length - 1], 1);     for (int i = nums.length - 2; i > 1; i--) {       for (int j = i - 1; j > 0; j--) {         for (int k = j - 1; k >= 0; k--) {           if (map.containsKey(nums[i] + nums[j] + nums[k])) {             count += map.get(nums[i] + nums[j] + nums[k]);           }         }       }       map.put(nums[i], map.getOrDefault(nums[i], 0) + 1);     }     return count;   }    } ",O(n^2)
"class Solution {   public int countTriples(int n) {     Map<Integer, Integer> map = new HashMap<>();     for (int i = 1; i <= n; i++) {       map.put(i*i, i);     }     int count = 0;     for (int i = 1; i <= n; i++) {       for (int j = i + 1; j <= n; j++) {         int key = i * i + j * j;         if (map.containsKey(key) && !map.get(key).equals(i) && !map.get(key).equals(j)) {           count += 2;         }       }     }     return count;   } } ",O(n^2)
class Solution {     public int countSubarrays(int[] nums) {         int count = 0;         for (int i = 0; i < nums.length - 2; i++) {             if (2 * (nums[i] + nums[i + 2]) == nums[i + 1]) {                 count++;             }         }         return count;     } } ,O(n)
"class Solution {     public int countKConstraintSubstrings(String s, int k) {         Map<Character, Integer> map = new HashMap<>();         int start = 0;         int end = 0;         int n = s.length();         int result = 0;         while (end < n) {             map.put(s.charAt(end), map.getOrDefault(s.charAt(end), 0) + 1);             end++;             while (start < end && map.getOrDefault('0', 0) > k && map.getOrDefault('1', 0) > k) {                 map.put(s.charAt(start), map.get(s.charAt(start)) - 1);                 start++;             }             if (map.getOrDefault('0', 0) <= k || map.getOrDefault('1', 0) <= k) {                 result += end - start;             }         }         return result;     } } ",O(n^2)
